"CITATION","SAMPLE NAME","TECTONIC SETTING","LOCATION","LOCATION COMMENT","LATITUDE (MIN.)","LATITUDE (MAX.)","LONGITUDE (MIN.)","LONGITUDE (MAX.)","LAND/SEA (SAMPLING)","ELEVATION (MIN.)","ELEVATION (MAX.)","ROCK NAME","ROCK TEXTURE","DRILLING DEPTH (MIN.)","DRILLING DEPTH (MAX.)","ALTERATION","MINERAL","SPOT","CRYSTAL","RIM/CORE (MINERAL GRAINS)","GRAIN SIZE","PRIMARY/SECONDARY","SIO2(WT%)","TIO2(WT%)","ZRO2(WT%)","HFO2(WT%)","THO2(WT%)","UO2(WT%)","UO3(WT%)","AL2O3(WT%)","CR2O3(WT%)","LA2O3(WT%)","CE2O3(WT%)","CEO2(WT%)","ND2O3(WT%)","SM2O3(WT%)","EU2O3(WT%)","GD2O3(WT%)","DY2O3(WT%)","ER2O3(WT%)","Y2O3(WT%)","V2O3(WT%)","V2O5(WT%)","NB2O3(WT%)","NB2O5(WT%)","TA2O3(WT%)","TA2O5(WT%)","PR2O3(WT%)","FE2O3T(WT%)","FE2O3(WT%)","FEOT(WT%)","FEO(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","BAO(WT%)","SRO(WT%)","PBO(WT%)","SNO2(WT%)","NIO(WT%)","ZNO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2O(WT%)","F(WT%)","CL(WT%)","OH(WT%)","SO2(WT%)","SO3(WT%)","SO4(WT%)","FE(WT%)","NA(WT%)","HE(MOL/G)","LI(PPM)","BE(PPM)","B(PPM)","F(PPM)","NA(PPM)","MG(PPM)","AL(PPM)","SI(PPM)","P(PPM)","S(PPM)","CL(PPM)","K(PPM)","CA(PPM)","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM)","MN(PPM)","FE(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","GE(PPM)","RB(PPM)","SR(PPM)","Y(PPM)","ZR(PPM)","NB(PPM)","MO(PPM)","CD(PPM)","SN(PPM)","SB(PPM)","CS(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","W(PPM)","TL(PPM)","PB(PPM)","PB204(PPM)","PB206(PPM)","PB207(PPM)","PB208(PPM)","BI(PPM)","TH(PPM)","TH232(PPM)","U(PPM)","U238(PPM)","ND143_ND144","ND145_ND144","ND146_ND144","ND148_ND144","ND150_ND144","SM147_ND144","SR87_SR86","RB87_SR86","PB206_PB204","PB206_PB207","PB206_PB208","PB207_PB204","PB207_PB206","PB208_PB204","PB208_PB206","CE138_CE142","LA138_CE142","PB206_U238","PB207_U235","PB208_TH232","RA226_TH230_ACT","TH230_TH232_ACT","TH230_U238_ACT","U234_U238_ACT","U238_PB204","U238_PB206","U238_TH232_ACT","D18O(‰)","D18O(‰VSMOW)","CHROMITE(MOL%)","HERCYNITE(MOL%)","JACOBSITE(MOL%)","MG-CHROMITE(MOL%)","MAGNESIOFERRITE(MOL%)","MAGNETITE(MOL%)","SPINEL(MOL%)","ULVOSPINEL(MOL%)","AGE(KA)","AGE(MA)",
"[20286] WEIDENDORFER D. (2016)","samp. B 49","OCEAN ISLAND","CAPE VERDE ISLANDS / BRAVA","","14.83","14.83","-24.68","-24.68","subaerial","","","SYENITE, NEPHELINE","","","","","TITANITE (SPHENE)","","","","","primary","29.25","36.8","","","","","","0.498","","","","","","","","","","","","","","","","","","","","","1.49","","27.94","0.0175","0.0804","0.3581","0.1203","","","","","0.0187","0.1879","","","","","","","","","","","","","","","","","","","","","","","","","9.93604112477215","","610.338583265863","","","","","26.3762612812017","2.58275540317486","2.67872657095118","","","","574.015907089515","291.509282824654","4978.5148950239","6219.59207066594","","","","","","","211.718167923516","768.744726421482","122.977380031466","542.93616939992","121.834930105078","37.7449216746237","98.3107698795213","14.5747899797202","80.345769688163","13.5767019822554","30.6013991895589","3.43506157790984","20.1023343377543","1.90028835240362","99.9020082555605","222.489143945009","","","","","0.529472020160836","0.573961169497086","0.488900009636194","","20.329807916044","","5.92369909507666","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[20286] WEIDENDORFER D. (2016)","samp. B 37","OCEAN ISLAND","CAPE VERDE ISLANDS / BRAVA","","14.83","14.83","-24.68","-24.68","subaerial","","","SYENITE, NEPHELINE","","","","","TITANITE (SPHENE)","","","","","primary","30.04","31.78","","","","","","1.4622","","","","","","","","","","","","","","","","","","","","","1.29","","28.47","0.0091","0.0333","0.7269","0.3033","","","","","0","0.0553","","","","","","","","","","","","22.9795850751413","2.06024796278151","","","","","","","","","","","","","","0.555497898473745","","","","","","","11.056596956709","","","162.276364266271","365.830761213399","0.332223992035675","1.6712818663439","0.108536036143554","0.312722298463596","","","","1.28080568364892","103.353380268194","3.57007544434901E-02","0.116509137889961","2.58659107952869E-02","8.52606393904932E-02","","2.53623556146671E-02","0.110684563371743","9.83223398991534E-03","8.94678034809483E-02","0.010516808557544","0.042945645424828","6.98471863446248E-03","","","2.61459646909266E-02","","","","","","","","0.103529297774107","","9.36223946937588E-03","","5.14221372618812E-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[20286] WEIDENDORFER D. (2016)","samp. B 37","OCEAN ISLAND","CAPE VERDE ISLANDS / BRAVA","","14.83","14.83","-24.68","-24.68","subaerial","","","SYENITE, NEPHELINE","","","","","TITANITE (SPHENE)","","","","","primary","28","36.49","","","","","","0.5814","","","","","","","","","","","","","","","","","","","","","1.56","","27.65","0.0145","0.0268","0.372","0.1869","","","","","0.0104","0.114","","","","","","","","","","","","","","","","","","","","","","","","","20.3744617303787","","1792.58475502967","","","","27.8381975925101","","","650.411260651935","","","531.191213572344","1169.73991895314","8.45671391712822","4415.99161990372","3.07550360439423","","","","","0.784523267832063","3838.22889600124","2.50768336938933","10.1843086431326","1.32667712745723","7.43985773766543","1.01085341818291","","1.84146255275423","0.414536664079796","1.39045569410982","0.396723391642364","1.43926095271205","0.43343333825332","5.11746460794513","1.70759632357998","68.1739794154253","","","","","","0.838404392195598","0.496850461101952","0.845693856856392","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[20286] WEIDENDORFER D. (2016)","samp. B 37","OCEAN ISLAND","CAPE VERDE ISLANDS / BRAVA","","14.83","14.83","-24.68","-24.68","subaerial","","","SYENITE, NEPHELINE","","","","","TITANITE (SPHENE)","","","","","primary","27.85","35.78","","","","","","0.5274","","","","","","","","","","","","","","","","","","","","","2.05","","27.67","0.0028","0.0463","0.372","0.1383","","","","","0","0.1446","","","","","","","","","","","","","","","","","","","","","","","","","6.42234977030569","","749.778922925554","","","","","","2.72908410702768","6.3427200957495","","","0.412598411823439","767.685898901302","353.626780668128","3020.70047015749","6699.18618619021","","","","","","1.81760097947199","455.679518931436","1560.81195034012","222.033706982005","911.053227717421","175.649098814647","53.3685917590782","134.694183284317","18.9858167660955","101.251109584548","16.2147173786096","36.6901538787467","3.93794296411794","20.2394016927697","1.66385182805274","54.982900028364","107.121498032844","","","","","0.808249966675504","0.619085577213375","0.495951469449856","","27.1185588508546","","6.47577478301639","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[20286] WEIDENDORFER D. (2016)","samp. B 37","OCEAN ISLAND","CAPE VERDE ISLANDS / BRAVA","","14.83","14.83","-24.68","-24.68","subaerial","","","SYENITE, NEPHELINE","","","","","TITANITE (SPHENE)","","","","","primary","27.63","35.92","","","","","","0.7315","","","","","","","","","","","","","","","","","","","","","2.27","","28.1","0.0058","0.0597","0.4067","0.1961","","","","","0.0023","0.1003","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[20286] WEIDENDORFER D. (2016)","samp. B 37","OCEAN ISLAND","CAPE VERDE ISLANDS / BRAVA","","14.83","14.83","-24.68","-24.68","subaerial","","","SYENITE, NEPHELINE","","","","","TITANITE (SPHENE)","","","","","primary","27.9","35.92","","","","","","0.7433","","","","","","","","","","","","","","","","","","","","","2.26","","27.85","0.0066","0.0541","0.3879","0.1349","","","","","0","0.1003","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[20286] WEIDENDORFER D. (2016)","samp. B 37","OCEAN ISLAND","CAPE VERDE ISLANDS / BRAVA","","14.83","14.83","-24.68","-24.68","subaerial","","","SYENITE, NEPHELINE","","","","","TITANITE (SPHENE)","","","","","primary","27.96","37.12","","","","","","0.4825","","","","","","","","","","","","","","","","","","","","","1.56","","28.09","0.0104","0.0519","0.394","0.1471","","","","","0.0025","0.1204","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[20286] WEIDENDORFER D. (2016)","samp. B 37","OCEAN ISLAND","CAPE VERDE ISLANDS / BRAVA","","14.83","14.83","-24.68","-24.68","subaerial","","","SYENITE, NEPHELINE","","","","","TITANITE (SPHENE)","","","","","primary","28.71","36.66","","","","","","0.5729","","","","","","","","","","","","","","","","","","","","","1.87","","28.21","0.0099","0.0497","0.3556","0.1976","","","","","0.0161","0.1114","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[20286] WEIDENDORFER D. (2016)","samp. B 37","OCEAN ISLAND","CAPE VERDE ISLANDS / BRAVA","","14.83","14.83","-24.68","-24.68","subaerial","","","SYENITE, NEPHELINE","","","","","TITANITE (SPHENE)","","","","","primary","27.36","34.78","","","","","","0.884","","","","","","","","","","","","","","","","","","","","","2.36","","27.75","0.0151","0.0536","0.4122","0.1874","","","","","0.0046","0.0955","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[20286] WEIDENDORFER D. (2016)","samp. B 37","OCEAN ISLAND","CAPE VERDE ISLANDS / BRAVA","","14.83","14.83","-24.68","-24.68","subaerial","","","SYENITE, NEPHELINE","","","","","TITANITE (SPHENE)","","","","","primary","27.35","36.1","","","","","","0.5097","","","","","","","","","","","","","","","","","","","","","2.27","","28.11","0.0085","0.0669","0.4645","0.1775","","","","","0.0033","0.1269","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[20286] WEIDENDORFER D. (2016)","samp. B 37","OCEAN ISLAND","CAPE VERDE ISLANDS / BRAVA","","14.83","14.83","-24.68","-24.68","subaerial","","","SYENITE, NEPHELINE","","","","","TITANITE (SPHENE)","","","","","primary","28.19","36.54","","","","","","0.597","","","","","","","","","","","","","","","","","","","","","2.18","","27.87","0.0193","0.0263","0.3852","0.1854","","","","","0.0101","0.1244","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[20286] WEIDENDORFER D. (2016)","samp. B 37","OCEAN ISLAND","CAPE VERDE ISLANDS / BRAVA","","14.83","14.83","-24.68","-24.68","subaerial","","","SYENITE, NEPHELINE","","","","","TITANITE (SPHENE)","","","","","primary","27.9","36.09","","","","","","0.6312","","","","","","","","","","","","","","","","","","","","","1.81","","27.97","0.0075","0.0703","0.3975","0.1515","","","","","0.0382","0.1083","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[20286] WEIDENDORFER D. (2016)","samp. B 37","OCEAN ISLAND","CAPE VERDE ISLANDS / BRAVA","","14.83","14.83","-24.68","-24.68","subaerial","","","SYENITE, NEPHELINE","","","","","TITANITE (SPHENE)","","","","","primary","27.49","34.97","","","","","","0.9272","","","","","","","","","","","","","","","","","","","","","2.18","","27.86","0","0.0279","0.3269","0.2066","","","","","0.0041","0.1151","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[20286] WEIDENDORFER D. (2016)","samp. B 37","OCEAN ISLAND","CAPE VERDE ISLANDS / BRAVA","","14.83","14.83","-24.68","-24.68","subaerial","","","SYENITE, NEPHELINE","","","","","TITANITE (SPHENE)","","","","","primary","27.43","35.64","","","","","","0.8988","","","","","","","","","","","","","","","","","","","","","1.87","","27.86","0.0152","0.0407","0.3732","0.1721","","","","","0.005","0.0989","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[20286] WEIDENDORFER D. (2016)","samp. B 37","OCEAN ISLAND","CAPE VERDE ISLANDS / BRAVA","","14.83","14.83","-24.68","-24.68","subaerial","","","SYENITE, NEPHELINE","","","","","TITANITE (SPHENE)","","","","","primary","28.2","35.46","","","","","","0.791","","","","","","","","","","","","","","","","","","","","","2.24","","27.9","0.0291","0.0545","0.3768","0.146","","","","","0.0387","0.1087","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[20286] WEIDENDORFER D. (2016)","samp. B 37","OCEAN ISLAND","CAPE VERDE ISLANDS / BRAVA","","14.83","14.83","-24.68","-24.68","subaerial","","","SYENITE, NEPHELINE","","","","","TITANITE (SPHENE)","","","","","primary","28.07","35.91","","","","","","0.7899","","","","","","","","","","","","","","","","","","","","","1.7","","27.82","0.0128","0.0479","0.3807","0.1998","","","","","0.0126","0.1009","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[20286] WEIDENDORFER D. (2016)","samp. B 37","OCEAN ISLAND","CAPE VERDE ISLANDS / BRAVA","","14.83","14.83","-24.68","-24.68","subaerial","","","SYENITE, NEPHELINE","","","","","TITANITE (SPHENE)","","","","","primary","27.96","35.85","","","","","","0.7748","","","","","","","","","","","","","","","","","","","","","1.94","","27.87","0.018","0.0401","0.3627","0.2125","","","","","0.0265","0.1198","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[20286] WEIDENDORFER D. (2016)","samp. B 37","OCEAN ISLAND","CAPE VERDE ISLANDS / BRAVA","","14.83","14.83","-24.68","-24.68","subaerial","","","SYENITE, NEPHELINE","","","","","TITANITE (SPHENE)","","","","","primary","28.1","35.54","","","","","","0.5385","","","","","","","","","","","","","","","","","","","","","1.91","","27.78","0.0042","0.0385","0.3553","0.2264","","","","","0.0139","0.1514","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"[20344] FODOR R. V. (2016)","samp. SD-5","RIFT VOLCANICS","BASIN AND RANGE - GREAT BASIN / BASIN AND RANGE / ARIZONA / GOLDFIELD-SUPERSTITION VOLCANIC FIELD","SIPHON DRAW","33.4425","33.4425","-111.4622","-111.4622","subaerial","","","TRACHYDACITE","","","","","TITANITE (SPHENE)","","","","","primary","30.5","34.4","","","","","","1.1","","0.41","0.98","","","","","","","","","","","","","","","","","","2","","26.1","0.08","0.33","","","","","","","0.02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
